investor_id,age_group,gender,state,city_tier,sip_amount
5239,26-35,Female,Gujarat,T30,10000
5240,36-45,Male,Rajasthan,B30,500
5241,36-45,Female,Maharashtra,T30,5000
5242,46-55,Male,UP,T30,5000
5243,18-25,Female,Maharashtra,T30,2000
5244,46-55,Male,Delhi,B30,2000
5245,46-55,Male,UP,T30,1000
5246,46-55,Male,West Bengal,B30,2000
5247,18-25,Male,Delhi,T30,2000
5248,26-35,Male,Maharashtra,T30,10000
5249,55+,Male,Karnataka,T30,10000
5250,55+,Male,Telangana,T30,500
5251,26-35,Male,Maharashtra,B30,25000
5252,26-35,Male,Rajasthan,B30,2000
5253,26-35,Male,Delhi,T30,10000
5254,26-35,Male,West Bengal,T30,1000
5255,26-35,Female,West Bengal,T30,5000
5256,18-25,Female,Delhi,T30,2000
5257,36-45,Male,Maharashtra,T30,1000
5258,26-35,Female,Maharashtra,B30,500
5259,55+,Male,Tamil Nadu,T30,1000
5260,36-45,Female,Telangana,B30,500
5261,26-35,Female,Telangana,B30,2000
5262,46-55,Male,Maharashtra,T30,1000
5263,36-45,Female,UP,B30,25000
5264,18-25,Female,Delhi,T30,2000
5265,26-35,Female,UP,B30,5000
5266,26-35,Female,Gujarat,T30,2000
5267,36-45,Female,Telangana,T30,1000
5268,36-45,Male,Karnataka,B30,5000
5269,26-35,Male,Gujarat,T30,2000
5270,26-35,Male,Gujarat,B30,25000
5271,36-45,Male,Karnataka,B30,2000
5272,26-35,Male,Punjab,B30,5000
5273,18-25,Female,Delhi,T30,1000
5274,46-55,Male,Punjab,T30,2000
5275,36-45,Female,Rajasthan,T30,1000
5276,26-35,Female,Tamil Nadu,T30,5000
5277,36-45,Female,Maharashtra,T30,5000
5278,26-35,Female,Delhi,T30,2000
5279,36-45,Female,Rajasthan,B30,5000
5280,36-45,Female,Gujarat,B30,2000
5281,36-45,Male,Telangana,T30,10000
5282,26-35,Female,Karnataka,B30,10000
5283,26-35,Male,UP,T30,5000
5284,36-45,Female,UP,T30,2000
5285,36-45,Male,Telangana,B30,5000
5286,36-45,Female,Delhi,B30,25000
5287,26-35,Male,Karnataka,B30,2000
5288,36-45,Male,Maharashtra,B30,5000
5289,36-45,Male,Tamil Nadu,T30,10000
5290,36-45,Female,Gujarat,B30,5000
5291,36-45,Male,Delhi,T30,1000
5292,46-55,Male,Maharashtra,B30,2000
5293,26-35,Male,West Bengal,T30,2000
5294,26-35,Female,Karnataka,B30,2000
5295,36-45,Male,Karnataka,B30,5000
5296,26-35,Male,Karnataka,T30,1000
5297,55+,Male,Karnataka,T30,1000
5298,26-35,Male,Maharashtra,T30,500
5299,26-35,Female,Tamil Nadu,B30,500
5300,55+,Male,Maharashtra,B30,2000
5301,26-35,Male,Maharashtra,T30,500
5302,26-35,Female,Gujarat,B30,1000
5303,26-35,Female,Gujarat,B30,2000
5304,46-55,Female,Delhi,T30,5000
5305,26-35,Male,Maharashtra,T30,2000
5306,26-35,Male,Maharashtra,T30,2000
5307,55+,Female,Karnataka,T30,1000
5308,26-35,Male,Karnataka,T30,500
5309,36-45,Female,UP,T30,1000
5310,26-35,Male,Maharashtra,T30,25000
5311,26-35,Male,Karnataka,B30,10000
5312,46-55,Female,Karnataka,T30,1000
5313,18-25,Male,UP,T30,1000
5314,26-35,Male,Maharashtra,T30,10000
5315,46-55,Male,Maharashtra,B30,500
5316,36-45,Male,Karnataka,B30,1000
5317,36-45,Male,Tamil Nadu,B30,1000
5318,18-25,Female,Rajasthan,T30,10000
5319,36-45,Female,Delhi,T30,500
5320,26-35,Male,Delhi,T30,500
5321,46-55,Male,Delhi,T30,5000
5322,36-45,Female,Maharashtra,B30,2000
5323,36-45,Male,Punjab,B30,2000
5324,26-35,Male,Tamil Nadu,T30,10000
5325,26-35,Male,Delhi,T30,2000
5326,46-55,Male,Delhi,T30,2000
5327,46-55,Male,UP,T30,2000
5328,26-35,Female,West Bengal,T30,5000
5329,46-55,Male,Tamil Nadu,T30,1000
5330,18-25,Female,Gujarat,T30,5000
5331,26-35,Female,Gujarat,B30,5000
5332,55+,Male,Maharashtra,B30,1000
5333,55+,Female,Maharashtra,T30,2000
5334,26-35,Male,Telangana,T30,5000
5335,26-35,Female,Maharashtra,T30,25000
5336,18-25,Male,Karnataka,T30,10000
5337,26-35,Female,Punjab,T30,1000
5338,18-25,Female,Karnataka,T30,2000
5339,26-35,Male,Karnataka,T30,2000
5340,18-25,Male,Rajasthan,B30,1000
5341,26-35,Male,Delhi,B30,1000
5342,46-55,Male,Karnataka,T30,25000
5343,26-35,Female,Delhi,B30,500
5344,18-25,Male,Delhi,T30,10000
5345,36-45,Male,Karnataka,T30,2000
5346,55+,Male,Gujarat,T30,2000
5347,26-35,Male,UP,T30,5000
5348,36-45,Female,Karnataka,T30,2000
5349,46-55,Female,Delhi,T30,25000
5350,26-35,Male,UP,B30,10000
5351,36-45,Male,Delhi,T30,1000
5352,26-35,Male,Gujarat,T30,5000
5353,55+,Male,Gujarat,T30,2000
5354,36-45,Female,Maharashtra,B30,2000
5355,46-55,Male,Maharashtra,B30,2000
5356,36-45,Female,Tamil Nadu,B30,1000
5357,36-45,Male,UP,T30,2000
5358,26-35,Male,Tamil Nadu,T30,2000
5359,46-55,Male,Gujarat,T30,5000
5360,36-45,Male,Gujarat,T30,1000
5361,18-25,Female,Karnataka,B30,5000
5362,18-25,Female,Tamil Nadu,B30,2000
5363,36-45,Male,Maharashtra,B30,1000
5364,18-25,Male,Telangana,T30,5000
5365,36-45,Female,West Bengal,T30,2000
5366,26-35,Male,Maharashtra,B30,25000
5367,36-45,Female,Delhi,B30,1000
5368,26-35,Male,Maharashtra,T30,25000
5369,26-35,Male,Delhi,T30,2000
5370,26-35,Male,Delhi,T30,2000
5371,36-45,Female,West Bengal,B30,10000
5372,26-35,Female,Karnataka,T30,1000
5373,26-35,Male,Rajasthan,B30,2000
5374,26-35,Male,Maharashtra,T30,1000
5375,46-55,Female,West Bengal,T30,2000
5376,36-45,Male,UP,T30,500
5377,26-35,Female,Karnataka,B30,25000
5378,55+,Male,Delhi,T30,500
5379,36-45,Female,Karnataka,T30,10000
5380,55+,Male,Gujarat,T30,2000
5381,36-45,Male,UP,T30,5000
5382,18-25,Male,Maharashtra,B30,2000
5383,36-45,Female,Tamil Nadu,B30,1000
5384,26-35,Male,West Bengal,B30,1000
5385,26-35,Female,Maharashtra,T30,2000
5386,36-45,Male,Maharashtra,T30,1000
5387,26-35,Female,Maharashtra,T30,10000
5388,18-25,Female,Delhi,T30,500
5389,26-35,Male,Delhi,T30,500
5390,46-55,Female,Karnataka,B30,1000
5391,18-25,Female,West Bengal,T30,500
5392,18-25,Male,Rajasthan,B30,5000
5393,46-55,Female,Delhi,T30,500
5394,26-35,Female,Maharashtra,B30,5000
5395,55+,Male,Maharashtra,B30,2000
5396,26-35,Male,Rajasthan,T30,5000
5397,46-55,Male,UP,T30,2000
5398,26-35,Male,Maharashtra,B30,2000
5399,18-25,Male,Maharashtra,B30,2000
5400,46-55,Female,Rajasthan,T30,2000
5401,55+,Male,West Bengal,B30,1000
5402,36-45,Female,Tamil Nadu,T30,2000
5403,36-45,Male,Tamil Nadu,T30,10000
5404,18-25,Male,Gujarat,T30,5000
5405,36-45,Male,Delhi,T30,2000
5406,26-35,Female,Karnataka,T30,10000
5407,26-35,Female,Maharashtra,T30,2000
5408,36-45,Male,Tamil Nadu,T30,1000
5409,26-35,Male,Telangana,T30,10000
5410,36-45,Female,Delhi,T30,2000
5411,26-35,Male,Telangana,T30,2000
5412,36-45,Female,Gujarat,B30,1000
5413,18-25,Male,Delhi,T30,5000
5414,36-45,Female,West Bengal,T30,2000
5415,26-35,Female,Delhi,T30,1000
5416,26-35,Male,Maharashtra,B30,1000
5417,18-25,Female,Maharashtra,T30,2000
5418,18-25,Female,Maharashtra,T30,2000
5419,26-35,Male,Rajasthan,B30,5000
5420,26-35,Female,UP,B30,1000
5421,26-35,Female,Karnataka,T30,5000
5422,18-25,Male,Karnataka,B30,10000
5423,55+,Male,West Bengal,B30,2000
5424,18-25,Male,West Bengal,T30,2000
5425,36-45,Male,Delhi,B30,2000
5426,36-45,Male,Maharashtra,T30,5000
5427,36-45,Female,Karnataka,B30,500
5428,18-25,Female,West Bengal,B30,2000
5429,26-35,Male,Rajasthan,T30,500
5430,36-45,Male,Maharashtra,B30,2000
5431,26-35,Male,Tamil Nadu,B30,10000
5432,26-35,Male,Maharashtra,B30,1000
5433,36-45,Female,Rajasthan,B30,1000
5434,26-35,Male,West Bengal,T30,5000
5435,46-55,Male,West Bengal,T30,5000
5436,36-45,Female,Gujarat,B30,2000
5437,26-35,Female,Karnataka,B30,1000
5438,46-55,Female,Delhi,T30,500
5439,36-45,Male,Gujarat,B30,1000
5440,36-45,Male,Gujarat,B30,2000
5441,46-55,Male,Maharashtra,B30,1000
5442,26-35,Female,UP,T30,5000
5443,36-45,Male,Delhi,T30,2000
5444,36-45,Female,Delhi,B30,500
5445,26-35,Male,Delhi,T30,500
5446,46-55,Female,Telangana,T30,1000
5447,18-25,Male,Delhi,B30,2000
5448,36-45,Male,Punjab,T30,10000
5449,18-25,Male,West Bengal,T30,1000
5450,26-35,Male,Maharashtra,T30,5000
5451,36-45,Male,Tamil Nadu,B30,2000
5452,26-35,Male,UP,T30,2000
5453,26-35,Male,Tamil Nadu,T30,2000
5454,55+,Male,Maharashtra,T30,5000
5455,26-35,Male,Delhi,B30,2000
5456,36-45,Male,Delhi,T30,10000
5457,36-45,Male,Maharashtra,T30,2000
5458,18-25,Female,Delhi,B30,1000
5459,36-45,Male,West Bengal,T30,2000
5460,36-45,Male,Karnataka,B30,5000
5461,26-35,Female,Karnataka,B30,2000
5462,18-25,Male,Delhi,B30,2000
5463,26-35,Male,Punjab,T30,500
5464,46-55,Female,Tamil Nadu,T30,2000
5465,26-35,Male,Rajasthan,T30,2000
5466,26-35,Male,Karnataka,B30,500
5467,26-35,Female,Maharashtra,T30,5000
5468,46-55,Female,Rajasthan,T30,1000
5469,36-45,Male,Gujarat,B30,1000
5470,46-55,Male,Delhi,B30,2000
5471,46-55,Male,Tamil Nadu,T30,2000
5472,55+,Male,Maharashtra,T30,5000
5473,26-35,Male,Maharashtra,B30,5000
5474,26-35,Male,Rajasthan,T30,1000
5475,46-55,Male,Telangana,T30,1000
5476,26-35,Female,Delhi,B30,1000
5477,18-25,Male,Tamil Nadu,T30,2000
5478,26-35,Male,Gujarat,T30,500
5479,36-45,Female,Gujarat,B30,5000
5480,18-25,Male,Karnataka,B30,1000
5481,46-55,Female,Tamil Nadu,T30,10000
5482,46-55,Male,West Bengal,B30,5000
5483,18-25,Male,Maharashtra,T30,25000
5484,18-25,Female,West Bengal,T30,500
5485,26-35,Male,Karnataka,B30,1000
5486,26-35,Male,Delhi,T30,25000
5487,36-45,Female,Delhi,T30,25000
5488,26-35,Male,West Bengal,T30,1000
5489,46-55,Male,Maharashtra,T30,2000
5490,18-25,Other,Rajasthan,T30,1000
5491,36-45,Female,Maharashtra,T30,10000
5492,36-45,Male,Gujarat,B30,1000
5493,36-45,Male,Rajasthan,B30,5000
5494,26-35,Male,Telangana,T30,1000
5495,26-35,Male,Karnataka,T30,2000
5496,18-25,Male,Maharashtra,B30,2000
5497,18-25,Male,West Bengal,B30,2000
5498,26-35,Male,Delhi,T30,2000
5499,26-35,Female,Maharashtra,B30,5000
5500,18-25,Male,Rajasthan,T30,1000
5501,46-55,Female,Maharashtra,T30,5000
5502,55+,Female,Karnataka,T30,2000
5503,36-45,Female,Gujarat,T30,500
5504,18-25,Male,Maharashtra,T30,5000
5505,36-45,Female,UP,T30,1000
5506,26-35,Male,Delhi,T30,10000
5507,36-45,Male,Karnataka,T30,5000
5508,26-35,Male,Maharashtra,B30,2000
5509,18-25,Male,West Bengal,B30,5000
5510,26-35,Male,Karnataka,T30,25000
5511,26-35,Male,Punjab,T30,1000
5512,36-45,Male,West Bengal,T30,2000
5513,18-25,Female,Gujarat,B30,1000
5514,26-35,Female,Maharashtra,T30,10000
5515,18-25,Male,Gujarat,T30,2000
5516,36-45,Male,Tamil Nadu,B30,1000
5517,26-35,Female,Karnataka,T30,2000
5518,55+,Female,Gujarat,T30,2000
5519,36-45,Male,Punjab,T30,1000
5520,36-45,Female,Maharashtra,T30,500
5521,26-35,Female,Gujarat,T30,1000
5522,26-35,Male,UP,T30,1000
5523,36-45,Other,Delhi,T30,5000
5524,18-25,Female,Delhi,T30,1000
5525,46-55,Female,Rajasthan,T30,25000
5526,36-45,Female,Telangana,T30,1000
5527,18-25,Male,Telangana,T30,10000
5528,46-55,Female,Maharashtra,T30,2000
5529,18-25,Male,UP,T30,25000
5530,18-25,Male,Tamil Nadu,T30,5000
5531,18-25,Female,Karnataka,T30,2000
5532,26-35,Female,Rajasthan,B30,5000
5533,46-55,Female,Rajasthan,T30,10000
5534,26-35,Male,Karnataka,B30,25000
5535,36-45,Male,Karnataka,T30,1000
5536,26-35,Female,Karnataka,B30,2000
5537,55+,Male,Delhi,T30,2000
5538,46-55,Female,West Bengal,T30,2000
5539,36-45,Female,UP,T30,2000
5540,36-45,Male,Delhi,T30,2000
5541,26-35,Male,Rajasthan,T30,5000
5542,18-25,Male,Delhi,T30,1000
5543,26-35,Female,Maharashtra,T30,2000
5544,26-35,Male,Maharashtra,T30,25000
5545,36-45,Female,Karnataka,T30,500
5546,26-35,Female,Tamil Nadu,T30,1000
5547,36-45,Male,Maharashtra,T30,1000
5548,36-45,Male,West Bengal,B30,500
5549,26-35,Female,Karnataka,B30,500
5550,46-55,Male,Punjab,T30,2000
5551,26-35,Male,Maharashtra,T30,5000
5552,26-35,Female,West Bengal,B30,1000
5553,26-35,Female,Delhi,B30,1000
5554,26-35,Male,Delhi,T30,10000
5555,26-35,Female,Maharashtra,T30,1000
5556,36-45,Male,Maharashtra,B30,1000
5557,55+,Female,Maharashtra,T30,5000
5558,46-55,Female,Maharashtra,B30,5000
5559,26-35,Male,Maharashtra,T30,2000
5560,46-55,Female,Gujarat,B30,500
5561,55+,Female,Karnataka,B30,2000
5562,26-35,Male,Karnataka,B30,5000
5563,46-55,Male,Maharashtra,T30,5000
5564,55+,Female,Delhi,T30,2000
5565,46-55,Male,Karnataka,T30,1000
5566,26-35,Male,Punjab,T30,5000
5567,36-45,Male,Karnataka,T30,10000
5568,26-35,Male,Maharashtra,B30,5000
5569,55+,Male,Delhi,T30,1000
5570,18-25,Female,Delhi,T30,25000
5571,46-55,Female,Karnataka,B30,2000
5572,18-25,Male,West Bengal,T30,1000
5573,18-25,Male,Tamil Nadu,T30,1000
5574,55+,Female,Karnataka,B30,5000
5575,46-55,Female,Rajasthan,T30,10000
5576,26-35,Female,Maharashtra,T30,2000
5577,55+,Male,Maharashtra,T30,1000
5578,46-55,Male,Rajasthan,B30,1000
5579,46-55,Female,Karnataka,B30,1000
5580,36-45,Female,Tamil Nadu,T30,500
5581,55+,Female,Rajasthan,B30,2000
5582,46-55,Female,Telangana,T30,5000
5583,55+,Male,Tamil Nadu,T30,2000
5584,26-35,Male,Rajasthan,B30,5000
5585,36-45,Male,Tamil Nadu,T30,5000
5586,46-55,Male,Maharashtra,B30,1000
5587,36-45,Female,Telangana,B30,1000
5588,46-55,Female,Rajasthan,T30,1000
5589,55+,Male,Gujarat,B30,2000
5590,46-55,Male,Karnataka,T30,5000
5591,26-35,Female,Telangana,B30,1000
5592,18-25,Male,Karnataka,T30,1000
5593,26-35,Female,Gujarat,T30,500
5594,36-45,Female,Maharashtra,B30,1000
5595,18-25,Male,Delhi,T30,5000
5596,26-35,Male,Karnataka,T30,500
5597,26-35,Female,Tamil Nadu,T30,2000
5598,46-55,Female,Rajasthan,B30,2000
5599,18-25,Male,Delhi,T30,25000
5600,18-25,Male,Gujarat,B30,5000
5601,36-45,Male,UP,B30,5000
5602,26-35,Female,Rajasthan,T30,500
5603,26-35,Male,West Bengal,B30,10000
5604,26-35,Female,Rajasthan,T30,1000
5605,36-45,Female,UP,B30,1000
5606,18-25,Male,Tamil Nadu,T30,2000
5607,55+,Male,Rajasthan,T30,5000
5608,18-25,Male,Karnataka,B30,1000
5609,55+,Male,Tamil Nadu,B30,5000
5610,36-45,Male,Maharashtra,T30,1000
5611,46-55,Male,UP,T30,1000
5612,26-35,Male,Maharashtra,T30,5000
5613,36-45,Male,Delhi,B30,10000
5614,46-55,Male,Delhi,T30,10000
5615,36-45,Female,Maharashtra,T30,500
5616,36-45,Male,Telangana,T30,2000
5617,26-35,Female,Punjab,B30,1000
5618,26-35,Male,UP,B30,2000
5619,26-35,Male,Delhi,T30,500
5620,55+,Female,Maharashtra,T30,2000
5621,36-45,Male,Maharashtra,T30,25000
5622,18-25,Female,Gujarat,T30,2000
5623,26-35,Female,Delhi,T30,1000
5624,36-45,Male,UP,T30,5000
5625,18-25,Male,Rajasthan,T30,2000
5626,36-45,Female,Delhi,T30,500
5627,26-35,Female,West Bengal,T30,2000
5628,26-35,Male,Karnataka,B30,5000
5629,36-45,Female,Delhi,T30,1000
5630,26-35,Female,Tamil Nadu,T30,1000
5631,26-35,Female,Rajasthan,B30,1000
5632,46-55,Female,Telangana,T30,10000
5633,26-35,Male,Maharashtra,T30,1000
5634,36-45,Female,Karnataka,B30,1000
5635,46-55,Female,Tamil Nadu,B30,10000
5636,26-35,Male,Delhi,T30,25000
5637,18-25,Male,Delhi,T30,2000
5638,46-55,Male,Gujarat,B30,10000
5639,36-45,Male,Gujarat,T30,5000
5640,46-55,Female,Gujarat,B30,1000
5641,26-35,Male,UP,T30,5000
5642,46-55,Female,Karnataka,T30,5000
5643,18-25,Male,Gujarat,B30,5000
5644,46-55,Male,Maharashtra,T30,2000
5645,46-55,Male,Punjab,T30,2000
5646,36-45,Female,UP,T30,5000
5647,36-45,Male,Rajasthan,B30,5000
5648,26-35,Other,Tamil Nadu,T30,5000
5649,26-35,Female,Tamil Nadu,T30,1000
5650,26-35,Male,Maharashtra,B30,25000
5651,36-45,Male,Maharashtra,T30,5000
5652,55+,Male,Delhi,B30,2000
5653,46-55,Female,Maharashtra,T30,2000
5654,26-35,Male,Tamil Nadu,T30,2000
5655,36-45,Male,Delhi,T30,5000
5656,18-25,Female,Karnataka,B30,5000
5657,26-35,Male,Maharashtra,T30,5000
5658,26-35,Male,Tamil Nadu,T30,2000
5659,55+,Female,West Bengal,T30,2000
5660,26-35,Male,Delhi,B30,1000
5661,18-25,Male,Maharashtra,T30,2000
5662,18-25,Female,West Bengal,T30,2000
5663,36-45,Female,Maharashtra,T30,5000
5664,26-35,Male,Rajasthan,B30,2000
5665,46-55,Male,Tamil Nadu,B30,10000
5666,26-35,Female,Delhi,T30,1000
5667,26-35,Female,UP,T30,10000
5668,36-45,Male,Maharashtra,B30,1000
5669,26-35,Male,Tamil Nadu,T30,5000
5670,36-45,Male,Tamil Nadu,T30,2000
5671,36-45,Male,Maharashtra,T30,5000
5672,36-45,Female,Tamil Nadu,T30,2000
5673,46-55,Male,West Bengal,T30,5000
5674,46-55,Male,UP,B30,5000
5675,36-45,Male,West Bengal,T30,1000
5676,55+,Male,Karnataka,B30,1000
5677,18-25,Male,Rajasthan,T30,10000
5678,55+,Female,Delhi,T30,5000
5679,18-25,Male,Rajasthan,T30,5000
5680,26-35,Female,Rajasthan,T30,1000
5681,46-55,Female,Tamil Nadu,B30,1000
5682,26-35,Female,Delhi,B30,500
5683,26-35,Male,Tamil Nadu,T30,10000
5684,26-35,Male,UP,B30,2000
5685,26-35,Male,West Bengal,B30,2000
5686,18-25,Male,Rajasthan,T30,5000
5687,26-35,Male,Delhi,T30,2000
5688,36-45,Male,Delhi,T30,2000
5689,36-45,Male,Delhi,T30,2000
5690,36-45,Male,Karnataka,T30,5000
5691,26-35,Male,Karnataka,T30,5000
5692,55+,Male,Rajasthan,T30,500
5693,26-35,Male,Maharashtra,B30,500
5694,18-25,Female,Tamil Nadu,T30,1000
5695,55+,Male,Karnataka,B30,500
5696,36-45,Female,Telangana,T30,2000
5697,55+,Male,Gujarat,T30,5000
5698,26-35,Female,Karnataka,T30,1000
5699,36-45,Male,West Bengal,B30,2000
5700,18-25,Female,Gujarat,T30,2000
5701,46-55,Male,Maharashtra,B30,10000
5702,26-35,Female,West Bengal,T30,10000
5703,18-25,Male,Maharashtra,T30,2000
5704,18-25,Female,Maharashtra,B30,500
5705,36-45,Male,Karnataka,T30,1000
5706,26-35,Male,Punjab,B30,1000
5707,55+,Male,Telangana,T30,2000
5708,46-55,Female,UP,T30,5000
5709,46-55,Male,Maharashtra,T30,500
5710,46-55,Male,Rajasthan,B30,1000
5711,46-55,Female,Gujarat,T30,2000
5712,46-55,Male,Karnataka,T30,5000
5713,55+,Male,Delhi,T30,1000
5714,55+,Female,Gujarat,B30,2000
5715,26-35,Male,Maharashtra,T30,2000
5716,26-35,Female,West Bengal,B30,10000
5717,36-45,Male,West Bengal,B30,5000
5718,18-25,Male,Tamil Nadu,T30,10000
5719,26-35,Male,UP,B30,1000
5720,36-45,Female,Delhi,B30,10000
5721,36-45,Female,Karnataka,B30,2000
5722,36-45,Male,Gujarat,T30,2000
5723,55+,Male,Gujarat,B30,2000
5724,36-45,Female,Tamil Nadu,T30,2000
5725,26-35,Female,Delhi,T30,1000
5726,26-35,Male,Delhi,T30,1000
5727,26-35,Male,Gujarat,T30,2000
5728,26-35,Female,Maharashtra,T30,5000
5729,18-25,Female,West Bengal,B30,5000
5730,26-35,Male,Delhi,B30,2000
5731,46-55,Male,West Bengal,T30,1000
5732,36-45,Female,Maharashtra,T30,500
5733,36-45,Male,Delhi,T30,1000
5734,46-55,Male,Gujarat,T30,1000
5735,26-35,Male,Gujarat,T30,2000
5736,36-45,Male,Delhi,B30,10000
5737,18-25,Male,Delhi,T30,1000
5738,46-55,Female,Karnataka,T30,5000
5739,26-35,Male,Tamil Nadu,B30,1000
5740,26-35,Male,Gujarat,T30,25000
5741,26-35,Male,Maharashtra,T30,1000
5742,46-55,Male,Maharashtra,T30,2000
5743,18-25,Male,Maharashtra,B30,1000
5744,55+,Female,Maharashtra,T30,1000
5745,26-35,Male,Maharashtra,B30,1000
5746,26-35,Female,Telangana,T30,1000
5747,26-35,Female,Maharashtra,T30,2000
5748,26-35,Male,Maharashtra,B30,5000
5749,36-45,Male,Karnataka,B30,500
5750,36-45,Male,Telangana,T30,1000
5751,26-35,Male,Telangana,T30,1000
5752,26-35,Male,West Bengal,T30,10000
5753,26-35,Female,Maharashtra,T30,2000
5754,26-35,Female,Maharashtra,T30,1000
5755,26-35,Male,Delhi,T30,2000
5756,36-45,Male,Maharashtra,T30,5000
5757,18-25,Male,Gujarat,T30,25000
5758,36-45,Male,Telangana,B30,5000
5759,36-45,Male,Maharashtra,T30,1000
5760,26-35,Male,Karnataka,T30,5000
5761,26-35,Male,UP,B30,500
5762,55+,Male,Gujarat,B30,2000
5763,18-25,Male,UP,T30,1000
5764,46-55,Female,Telangana,T30,10000
5765,36-45,Male,Karnataka,T30,500
5766,36-45,Female,West Bengal,T30,1000
5767,36-45,Female,West Bengal,T30,1000
5768,26-35,Male,West Bengal,B30,2000
5769,26-35,Male,Delhi,B30,10000
5770,46-55,Female,Rajasthan,T30,5000
5771,36-45,Male,Gujarat,T30,1000
5772,36-45,Female,Karnataka,T30,5000
5773,26-35,Female,Karnataka,T30,2000
5774,26-35,Female,Maharashtra,T30,500
5775,46-55,Male,Rajasthan,T30,10000
5776,18-25,Female,Delhi,T30,500
5777,46-55,Female,Karnataka,B30,2000
5778,18-25,Male,Karnataka,B30,2000
5779,36-45,Male,West Bengal,T30,2000
5780,26-35,Male,Karnataka,B30,5000
5781,36-45,Male,Maharashtra,T30,1000
5782,18-25,Male,UP,T30,2000
5783,36-45,Female,Maharashtra,T30,2000
5784,46-55,Male,Maharashtra,B30,2000
5785,26-35,Female,Maharashtra,B30,2000
5786,18-25,Female,Karnataka,T30,2000
5787,18-25,Male,Karnataka,T30,5000
5788,36-45,Female,Rajasthan,B30,1000
5789,18-25,Male,Maharashtra,T30,500
5790,18-25,Male,Gujarat,T30,10000
5791,26-35,Male,Maharashtra,B30,1000
5792,26-35,Male,Karnataka,B30,5000
5793,26-35,Female,UP,T30,1000
5794,26-35,Male,Karnataka,B30,500
5795,26-35,Male,Telangana,T30,1000
5796,26-35,Female,West Bengal,T30,1000
5797,36-45,Female,Gujarat,B30,5000
5798,26-35,Male,Karnataka,T30,1000
5799,18-25,Male,Karnataka,B30,25000
5800,36-45,Male,Maharashtra,T30,2000
5801,36-45,Male,Maharashtra,T30,1000
5802,26-35,Male,Tamil Nadu,T30,2000
5803,36-45,Male,Tamil Nadu,B30,25000
5804,55+,Male,Punjab,B30,2000
5805,55+,Female,Rajasthan,T30,5000
5806,36-45,Female,Rajasthan,B30,2000
5807,18-25,Male,Delhi,T30,2000
5808,26-35,Male,Karnataka,T30,25000
5809,18-25,Male,Maharashtra,T30,2000
5810,26-35,Male,Tamil Nadu,T30,2000
5811,46-55,Male,Maharashtra,T30,10000
5812,26-35,Male,Karnataka,T30,2000
5813,36-45,Male,Tamil Nadu,T30,2000
5814,26-35,Female,Delhi,T30,5000
5815,18-25,Female,Gujarat,T30,1000
5816,55+,Female,West Bengal,T30,1000
5817,26-35,Male,Maharashtra,T30,2000
5818,26-35,Female,Punjab,T30,1000
5819,36-45,Female,Tamil Nadu,B30,2000
5820,36-45,Female,Maharashtra,B30,5000
5821,26-35,Female,Delhi,T30,1000
5822,36-45,Female,Punjab,T30,5000
5823,26-35,Male,UP,T30,1000
5824,26-35,Female,Maharashtra,T30,500
5825,26-35,Male,Rajasthan,T30,500
5826,36-45,Male,Tamil Nadu,T30,2000
5827,18-25,Female,Maharashtra,T30,1000
5828,46-55,Male,Gujarat,T30,2000
5829,36-45,Other,Karnataka,T30,2000
5830,55+,Male,Karnataka,T30,10000
5831,36-45,Male,Karnataka,B30,2000
5832,26-35,Male,Tamil Nadu,T30,10000
5833,26-35,Female,Gujarat,T30,10000
5834,36-45,Male,West Bengal,T30,10000
5835,26-35,Male,Delhi,T30,2000
5836,36-45,Female,West Bengal,B30,1000
5837,26-35,Male,Maharashtra,T30,5000
5838,36-45,Male,Punjab,B30,1000
5839,46-55,Male,Karnataka,T30,10000
5840,26-35,Male,Maharashtra,T30,1000
5841,46-55,Male,Tamil Nadu,T30,5000
5842,18-25,Male,Tamil Nadu,B30,2000
5843,26-35,Female,Maharashtra,T30,2000
5844,26-35,Female,Maharashtra,T30,1000
5845,26-35,Male,Punjab,T30,25000
5846,36-45,Female,Karnataka,T30,5000
5847,36-45,Male,Delhi,T30,1000
5848,18-25,Male,Tamil Nadu,T30,10000
5849,18-25,Male,Maharashtra,T30,2000
5850,18-25,Male,Maharashtra,B30,1000
5851,55+,Male,Maharashtra,B30,2000
5852,36-45,Male,Rajasthan,T30,1000
5853,46-55,Female,Delhi,T30,5000
5854,36-45,Male,Karnataka,T30,500
5855,26-35,Male,Delhi,T30,10000
5856,36-45,Male,Tamil Nadu,B30,2000
5857,36-45,Male,Karnataka,T30,1000
5858,26-35,Male,Karnataka,T30,5000
5859,26-35,Female,Karnataka,T30,25000
5860,36-45,Male,West Bengal,T30,10000
5861,36-45,Female,Rajasthan,B30,1000
5862,26-35,Male,Delhi,B30,1000
5863,46-55,Male,Tamil Nadu,T30,25000
5864,36-45,Male,Rajasthan,T30,1000
5865,36-45,Male,Maharashtra,T30,1000
5866,36-45,Male,Punjab,B30,2000
5867,26-35,Male,Gujarat,T30,1000
5868,46-55,Male,Delhi,T30,2000
5869,26-35,Female,Delhi,T30,5000
5870,26-35,Female,Delhi,T30,2000
5871,46-55,Male,Delhi,T30,5000
5872,26-35,Male,Tamil Nadu,B30,5000
5873,46-55,Male,Maharashtra,T30,5000
